month,state,category,total_sales
2017-01,MG,telephony,130.76999999999998
2017-01,MG,toys,1355.8200000000002
2017-01,MG,watches_gifts,318.0
2017-01,MS,pet_shop,149.0
2017-01,MT,cool_stuff,449.0
2017-01,MT,fashion_bags_accessories,29.8
2017-01,MT,furniture_living_room,199.99
2017-01,MT,garden_tools,289.98
2017-01,MT,health_beauty,99.0
2017-01,MT,home_appliances_2,209.9
2017-01,MT,sports_leisure,410.0
2017-01,MT,telephony,18.99
2017-01,MT,toys,269.98
2017-01,PA,bed_bath_table,119.9
2017-01,PA,consoles_games,39.9
2017-01,PA,cool_stuff,917.99
2017-01,PA,fashion_bags_accessories,39.8
2017-01,PA,fashion_male_clothing,126.9
2017-01,PA,furniture_decor,59.9
2017-01,PA,garden_tools,29.99
2017-01,PA,market_place,62.9
2017-01,PA,sports_leisure,169.9
2017-01,PA,toys,299.99
2017-01,PA,watches_gifts,379.0
2017-01,PB,furniture_decor,59.9
2017-01,PB,health_beauty,349.9
2017-01,PE,baby,168.0
2017-01,PE,consoles_games,214.9
2017-01,PE,cool_stuff,164.89
2017-01,PE,electronics,59.9
2017-01,PE,furniture_decor,119.9
2017-01,PE,health_beauty,349.9
2017-01,PE,sports_leisure,772.0
2017-01,PE,telephony,34.99
2017-01,PI,agro_industry_and_commerce,21.99
2017-01,PI,baby,669.0
2017-01,PI,consoles_games,195.99
2017-01,PI,furniture_decor,37.99
2017-01,PI,health_beauty,215.89
2017-01,PI,sports_leisure,109.99
2017-01,PR,auto,823.98
2017-01,PR,baby,406.79
2017-01,PR,bed_bath_table,198.70000000000002
2017-01,PR,computers_accessories,87.69999999999999
2017-01,PR,consoles_games,309.9
2017-01,PR,cool_stuff,798.0
2017-01,PR,dvds_blu_ray,29.8
2017-01,PR,electronics,29.5
2017-01,PR,fashion_bags_accessories,148.0
2017-01,PR,furniture_bedroom,63.300000000000004
2017-01,PR,furniture_decor,301.79
2017-01,PR,garden_tools,537.0
2017-01,PR,health_beauty,551.16
2017-01,PR,home_appliances_2,31.98
2017-01,PR,music,19.8
2017-01,PR,pet_shop,50.400000000000006
2017-01,PR,small_appliances,97.99
2017-01,PR,sports_leisure,373.09
2017-01,PR,stationery,10.9
2017-01,PR,toys,173.8
2017-01,PR,watches_gifts,442.95
2017-01,RJ,air_conditioning,189.0
2017-01,RJ,auto,243.39000000000001
2017-01,RJ,baby,399.88
2017-01,RJ,bed_bath_table,783.82
2017-01,RJ,computers_accessories,99.0
2017-01,RJ,consoles_games,109.9
2017-01,RJ,cool_stuff,183.9
2017-01,RJ,electronics,158.9
2017-01,RJ,fashio_female_clothing,54.9
2017-01,RJ,fashion_bags_accessories,129.6
2017-01,RJ,fashion_underwear_beach,51.0
2017-01,RJ,fixed_telephony,21.98
2017-01,RJ,furniture_decor,3714.08
2017-01,RJ,furniture_living_room,519.9499999999999
2017-01,RJ,garden_tools,1893.66
2017-01,RJ,health_beauty,646.4
2017-01,RJ,home_appliances_2,209.9
2017-01,RJ,housewares,347.7
2017-01,RJ,luggage_accessories,87.9
2017-01,RJ,office_furniture,199.98
2017-01,RJ,perfumery,1253.3999999999999
2017-01,RJ,small_appliances,37.9
2017-01,RJ,sports_leisure,903.66
2017-01,RJ,telephony,157.99
2017-01,RJ,toys,556.63
2017-01,RJ,watches_gifts,2147.17
2017-01,RN,baby,149.99
2017-01,RN,furniture_decor,43.9
2017-01,RN,health_beauty,3344.99
2017-01,RN,toys,129.99
2017-01,RO,cool_stuff,399.0
2017-01,RO,perfumery,99.9
2017-01,RO,security_and_services,183.29
2017-01,RS,auto,347.20000000000005
2017-01,RS,baby,2643.0
2017-01,RS,bed_bath_table,229.89000000000001
2017-01,RS,computers,2199.99
2017-01,RS,computers_accessories,2019.9
2017-01,RS,cool_stuff,119.99
2017-01,RS,electronics,39.0
2017-01,RS,fashion_bags_accessories,54.9
2017-01,RS,fixed_telephony,181.95000000000002
2017-01,RS,furniture_decor,999.7
2017-01,RS,garden_tools,486.47
2017-01,RS,health_beauty,1540.39
2017-01,RS,housewares,149.9
2017-01,RS,office_furniture,286.0
2017-01,RS,perfumery,669.6999999999999
2017-01,RS,sports_leisure,703.45
2017-01,RS,telephony,9.99
2017-01,RS,toys,66.99
2017-01,SC,auto,234.6
2017-01,SC,baby,219.99
2017-01,SC,bed_bath_table,139.49
2017-01,SC,consoles_games,223.9
2017-01,SC,cool_stuff,889.5999999999999
2017-01,SC,fashion_bags_accessories,229.79
2017-01,SC,furniture_decor,201.1
2017-01,SC,garden_tools,239.9
2017-01,SC,health_beauty,31.0
2017-01,SC,home_appliances_2,998.0
2017-01,SC,housewares,672.84
2017-01,SC,perfumery,164.39999999999998
2017-01,SC,sports_leisure,1238.58
2017-01,SC,telephony,1415.98
2017-01,SE,bed_bath_table,65.9
2017-01,SE,market_place,25.0
2017-01,SE,perfumery,59.9
2017-01,SE,sports_leisure,113.0
2017-01,SP,agro_industry_and_commerce,43.98
2017-01,SP,air_conditioning,474.70000000000005
2017-01,SP,auto,2196.48
2017-01,SP,baby,923.53
2017-01,SP,bed_bath_table,1573.48
2017-01,SP,books_general_interest,234.89
2017-01,SP,computers_accessories,1068.94
2017-01,SP,consoles_games,2885.26
2017-01,SP,cool_stuff,1603.74
2017-01,SP,electronics,389.7
2017-01,SP,fashio_female_clothing,22.4
2017-01,SP,fashion_bags_accessories,629.48
2017-01,SP,fashion_shoes,34.9
2017-01,SP,fixed_telephony,337.3
2017-01,SP,food,42.82
2017-01,SP,furniture_bedroom,9.9
2017-01,SP,furniture_decor,6028.5
2017-01,SP,furniture_living_room,311.96999999999997
2017-01,SP,garden_tools,1880.8500000000001
2017-01,SP,health_beauty,3334.15
2017-01,SP,home_appliances_2,2775.9
2017-01,SP,home_comfort_2,72.8
2017-01,SP,housewares,1308.45
2017-01,SP,luggage_accessories,109.8
2017-01,SP,market_place,359.14
2017-01,SP,musical_instruments,339.74
2017-01,SP,office_furniture,598.78
2017-01,SP,perfumery,1607.1
2017-01,SP,pet_shop,315.39
2017-01,SP,small_appliances,948.9
2017-01,SP,sports_leisure,4440.1
2017-01,SP,stationery,834.5999999999999
2017-01,SP,telephony,871.37
2017-01,SP,toys,1561.02
2017-01,SP,watches_gifts,3221.4
2017-01,TO,health_beauty,349.9
2017-01,TO,toys,279.99
2017-02,AC,computers_accessories,80.6
2017-02,AC,health_beauty,369.8
2017-02,AL,auto,99.75
2017-02,AL,cool_stuff,479.96
2017-02,AL,furniture_decor,364.71000000000004
2017-02,AL,health_beauty,924.79
2017-02,AL,market_place,29.9
2017-02,AL,stationery,89.9
2017-02,AL,telephony,986.99
2017-02,AM,bed_bath_table,214.8
2017-02,AM,consoles_games,343.4
2017-02,AM,garden_tools,35.0
2017-02,AM,housewares,149.9
2017-02,AM,pet_shop,109.9
2017-02,AM,telephony,49.89
2017-02,AP,fixed_telephony,199.95000000000002
2017-02,AP,health_beauty,349.9
2017-02,BA,air_conditioning,375.8
2017-02,BA,auto,472.86
2017-02,BA,baby,175.9
2017-02,BA,bed_bath_table,474.5
2017-02,BA,books_general_interest,119.5
2017-02,BA,computers_accessories,186.45000000000002
2017-02,BA,cool_stuff,189.89
2017-02,BA,electronics,75.0
2017-02,BA,fashion_bags_accessories,34.95
2017-02,BA,fashion_male_clothing,96.9
2017-02,BA,food,168.89000000000001
2017-02,BA,furniture_decor,315.9
2017-02,BA,furniture_living_room,207.98
2017-02,BA,garden_tools,641.88
2017-02,BA,health_beauty,2406.6800000000003
2017-02,BA,housewares,19.9
2017-02,BA,luggage_accessories,54.9
2017-02,BA,office_furniture,296.95
2017-02,BA,perfumery,489.79999999999995
2017-02,BA,sports_leisure,426.58
2017-02,BA,stationery,564.7
2017-02,BA,tablets_printing_image,198.0
2017-02,BA,telephony,464.97
2017-02,BA,toys,120.0
2017-02,BA,watches_gifts,337.69
2017-02,CE,auto,49.74
2017-02,CE,books_general_interest,115.0
2017-02,CE,consoles_games,689.89
2017-02,CE,cool_stuff,79.99
2017-02,CE,food,149.9
2017-02,CE,furniture_decor,343.89
2017-02,CE,health_beauty,23.9
2017-02,CE,luggage_accessories,167.7
2017-02,CE,market_place,62.9
2017-02,CE,office_furniture,176.96
2017-02,CE,sports_leisure,309.0
2017-02,CE,telephony,37.99
2017-02,DF,auto,339.8
2017-02,DF,bed_bath_table,151.9
2017-02,DF,computers,3549.0
2017-02,DF,computers_accessories,3699.99
2017-02,DF,consoles_games,99.9
2017-02,DF,cool_stuff,259.95
2017-02,DF,fashion_bags_accessories,159.9
2017-02,DF,health_beauty,334.89
2017-02,DF,luggage_accessories,109.9
2017-02,DF,small_appliances,795.89
2017-02,DF,sports_leisure,242.79000000000002
2017-02,DF,telephony,119.99
2017-02,DF,toys,163.8
2017-02,DF,watches_gifts,279.1
2017-02,ES,air_conditioning,375.8
2017-02,ES,auto,229.9
2017-02,ES,baby,179.99
2017-02,ES,bed_bath_table,99.9
2017-02,ES,computers_accessories,422.97
2017-02,ES,fashio_female_clothing,115.0
2017-02,ES,fixed_telephony,15.0
2017-02,ES,furniture_decor,419.5
2017-02,ES,furniture_living_room,139.0
2017-02,ES,health_beauty,31.0
2017-02,ES,housewares,795.5
2017-02,ES,office_furniture,289.96999999999997
2017-02,ES,perfumery,64.99
2017-02,ES,sports_leisure,719.3
2017-02,ES,stationery,189.8
2017-02,ES,telephony,32.99
2017-02,ES,toys,133.98
2017-02,ES,watches_gifts,323.9
2017-02,GO,agro_industry_and_commerce,21.99
2017-02,GO,auto,143.8
2017-02,GO,computers_accessories,279.9
2017-02,GO,cool_stuff,963.99
2017-02,GO,fashion_bags_accessories,174.89000000000001
2017-02,GO,fashion_shoes,69.8
2017-02,GO,furniture_decor,84.78999999999999
2017-02,GO,health_beauty,134.29000000000002
2017-02,GO,housewares,34.9
2017-02,GO,market_place,10.0
2017-02,GO,perfumery,16.9
2017-02,GO,sports_leisure,62.89
2017-02,GO,telephony,240.82
2017-02,GO,toys,92.89
2017-02,MA,bed_bath_table,109.9
2017-02,MA,cool_stuff,79.99
2017-02,MA,electronics,79.0
2017-02,MA,fashion_bags_accessories,59.9
2017-02,MA,furniture_decor,163.9
2017-02,MA,garden_tools,39.9
2017-02,MA,health_beauty,23.9
2017-02,MA,housewares,169.9
2017-02,MA,market_place,25.9
2017-02,MA,telephony,142.99
2017-02,MG,agro_industry_and_commerce,21.99
2017-02,MG,air_conditioning,375.8
2017-02,MG,audio,119.69999999999999
2017-02,MG,auto,2722.17
2017-02,MG,baby,307.9
2017-02,MG,bed_bath_table,3841.94
2017-02,MG,books_imported,99.0
2017-02,MG,cine_photo,59.0
2017-02,MG,computers_accessories,787.5
2017-02,MG,consoles_games,1431.1
2017-02,MG,construction_tools_construction,149.9
2017-02,MG,cool_stuff,751.76
2017-02,MG,electronics,39.9
2017-02,MG,fashio_female_clothing,248.9
2017-02,MG,fashion_bags_accessories,376.9
2017-02,MG,fashion_male_clothing,110.35
2017-02,MG,fashion_underwear_beach,52.0
2017-02,MG,fixed_telephony,52.87
2017-02,MG,food,149.9
2017-02,MG,furniture_bedroom,450.0
2017-02,MG,furniture_decor,3055.93
2017-02,MG,furniture_living_room,1038.99
2017-02,MG,garden_tools,1329.8799999999999
2017-02,MG,health_beauty,1618.49
2017-02,MG,home_appliances,115.0
2017-02,MG,home_appliances_2,15.99
2017-02,MG,housewares,1202.87
2017-02,MG,luggage_accessories,545.19
2017-02,MG,market_place,151.98000000000002
2017-02,MG,musical_instruments,248.8
2017-02,MG,office_furniture,2256.65
2017-02,MG,perfumery,1905.0
2017-02,MG,pet_shop,645.88
2017-02,MG,small_appliances,52.0
2017-02,MG,sports_leisure,2666.04
2017-02,MG,stationery,195.8
2017-02,MG,tablets_printing_image,99.0
2017-02,MG,telephony,675.57
2017-02,MG,toys,774.29
2017-02,MG,watches_gifts,697.1800000000001
2017-02,MS,agro_industry_and_commerce,114.89
2017-02,MS,bed_bath_table,80.99
2017-02,MS,computers_accessories,49.99
2017-02,MS,electronics,106.95
2017-02,MS,fixed_telephony,32.99
2017-02,MS,housewares,6735.0
2017-02,MS,pet_shop,44.0
2017-02,MS,sports_leisure,354.98
2017-02,MT,auto,89.9
2017-02,MT,cool_stuff,359.98
2017-02,MT,furniture_decor,119.6
2017-02,MT,garden_tools,1597.7
2017-02,MT,health_beauty,72.0
2017-02,MT,market_place,339.74
2017-02,MT,pet_shop,195.0
2017-02,MT,sports_leisure,35.0
2017-02,MT,telephony,136.49
2017-02,MT,toys,42.99
2017-02,PA,auto,298.9
2017-02,PA,computers_accessories,95.80000000000001
2017-02,PA,cool_stuff,75.99
2017-02,PA,furniture_decor,99.0
2017-02,PA,garden_tools,990.0
2017-02,PA,health_beauty,1009.97
2017-02,PA,home_appliances,147.9
2017-02,PA,musical_instruments,343.76
2017-02,PA,office_furniture,89.99
2017-02,PA,perfumery,379.9
2017-02,PA,small_appliances,139.8
2017-02,PA,sports_leisure,204.0
2017-02,PA,telephony,263.98
2017-02,PA,toys,51.4
2017-02,PA,watches_gifts,1731.1000000000001
2017-02,PB,auto,59.9
2017-02,PB,bed_bath_table,109.9
2017-02,PB,cool_stuff,279.64
2017-02,PB,fashion_bags_accessories,49.9
2017-02,PB,furniture_decor,79.8
2017-02,PB,furniture_living_room,1649.5
2017-02,PB,garden_tools,449.9
2017-02,PB,health_beauty,969.6999999999999
2017-02,PB,perfumery,20.9
2017-02,PB,sports_leisure,105.0
2017-02,PB,toys,209.98
2017-02,PE,auto,143.8
2017-02,PE,computers_accessories,628.0
2017-02,PE,cool_stuff,678.39
2017-02,PE,dvds_blu_ray,14.9
2017-02,PE,fixed_telephony,29.9
2017-02,PE,food,30.64
2017-02,PE,furniture_decor,119.99
2017-02,PE,health_beauty,329.9
2017-02,PE,luggage_accessories,54.9
2017-02,PE,market_place,154.16
2017-02,PE,perfumery,129.9
2017-02,PE,pet_shop,84.9
2017-02,PE,sports_leisure,148.99
2017-02,PE,telephony,248.85999999999999
2017-02,PI,baby,100.0
2017-02,PI,computers_accessories,20.9
2017-02,PI,fashion_bags_accessories,69.0
2017-02,PI,furniture_decor,27.1
2017-02,PI,garden_tools,1099.0
2017-02,PI,health_beauty,1520.0
2017-02,PI,market_place,90.0
2017-02,PI,pet_shop,679.99
2017-02,PI,tablets_printing_image,198.0
2017-02,PI,toys,64.9
2017-02,PI,watches_gifts,24.9
2017-02,PR,auto,1958.0
2017-02,PR,baby,329.05999999999995
2017-02,PR,bed_bath_table,2870.75
2017-02,PR,computers_accessories,107.58
2017-02,PR,construction_tools_construction,149.9
2017-02,PR,cool_stuff,2908.87
2017-02,PR,electronics,55.0
2017-02,PR,fashion_bags_accessories,199.99
2017-02,PR,fashion_underwear_beach,24.99
2017-02,PR,fixed_telephony,40.89
2017-02,PR,food,15.32
2017-02,PR,furniture_decor,1419.3500000000001
2017-02,PR,furniture_living_room,103.99
2017-02,PR,garden_tools,598.89
2017-02,PR,health_beauty,1347.79
2017-02,PR,housewares,621.69
2017-02,PR,luggage_accessories,314.7
2017-02,PR,market_place,91.88
2017-02,PR,office_furniture,1774.76
2017-02,PR,perfumery,768.5899999999999
2017-02,PR,pet_shop,209.8
2017-02,PR,small_appliances,708.85
2017-02,PR,sports_leisure,433.09000000000003
2017-02,PR,telephony,873.72
2017-02,PR,toys,910.87
2017-02,RJ,agro_industry_and_commerce,87.96
2017-02,RJ,air_conditioning,908.0
2017-02,RJ,audio,29.9
2017-02,RJ,auto,1443.15
2017-02,RJ,baby,904.9
2017-02,RJ,bed_bath_table,3156.91
2017-02,RJ,books_general_interest,257.31
2017-02,RJ,computers_accessories,1569.51
2017-02,RJ,consoles_games,314.8
2017-02,RJ,construction_tools_construction,36.99
2017-02,RJ,cool_stuff,710.97
2017-02,RJ,costruction_tools_garden,579.98
2017-02,RJ,electronics,488.2
2017-02,RJ,fashion_bags_accessories,54.9
2017-02,RJ,fashion_male_clothing,240.70000000000002
2017-02,RJ,fashion_underwear_beach,268.98
2017-02,RJ,fixed_telephony,29.9
2017-02,RJ,furniture_decor,3505.52
2017-02,RJ,furniture_living_room,913.92
2017-02,RJ,garden_tools,1179.1200000000001
2017-02,RJ,health_beauty,3719.72
2017-02,RJ,home_construction,373.8
2017-02,RJ,housewares,794.64
2017-02,RJ,kitchen_dining_laundry_garden_furniture,59.8
2017-02,RJ,luggage_accessories,54.9
2017-02,RJ,musical_instruments,65.9
2017-02,RJ,office_furniture,2133.73
2017-02,RJ,perfumery,2088.9
2017-02,RJ,pet_shop,328.49
2017-02,RJ,small_appliances,1596.6
2017-02,RJ,sports_leisure,2215.5099999999998
2017-02,RJ,stationery,658.7
2017-02,RJ,tablets_printing_image,198.0
2017-02,RJ,telephony,870.34
2017-02,RJ,toys,642.03
2017-02,RJ,watches_gifts,711.54
2017-02,RN,auto,10.0
2017-02,RN,baby,61.9
2017-02,RN,computers_accessories,15.9
2017-02,RN,furniture_decor,35.5
2017-02,RN,health_beauty,23.9
2017-02,RN,housewares,26.9
2017-02,RN,kitchen_dining_laundry_garden_furniture,220.0
2017-02,RN,toys,114.80000000000001
2017-02,RO,auto,9.99
2017-02,RO,baby,175.9
2017-02,RO,bed_bath_table,81.8
2017-02,RO,computers_accessories,41.8
2017-02,RO,furniture_decor,499.88
2017-02,RO,health_beauty,622.9
2017-02,RO,housewares,69.9
2017-02,RO,office_furniture,119.99
2017-02,RR,computers_accessories,26.9
2017-02,RR,health_beauty,23.9
2017-02,RS,audio,64.0
2017-02,RS,auto,203.67000000000002
2017-02,RS,baby,50.0
2017-02,RS,bed_bath_table,518.09
2017-02,RS,books_general_interest,116.0
2017-02,RS,computers_accessories,300.66
2017-02,RS,consoles_games,558.3
2017-02,RS,construction_tools_safety,379.0
2017-02,RS,cool_stuff,828.87
2017-02,RS,electronics,169.0
2017-02,RS,fashion_bags_accessories,79.9
2017-02,RS,fixed_telephony,139.98000000000002
2017-02,RS,food,38.9
2017-02,RS,furniture_decor,858.56
2017-02,RS,furniture_living_room,139.9
2017-02,RS,garden_tools,1485.63
2017-02,RS,health_beauty,2161.33
2017-02,RS,housewares,254.7
2017-02,RS,luggage_accessories,364.69
2017-02,RS,market_place,62.9
2017-02,RS,office_furniture,339.98
2017-02,RS,perfumery,579.3
2017-02,RS,pet_shop,254.79
2017-02,RS,small_appliances,632.88
2017-02,RS,sports_leisure,673.48
2017-02,RS,stationery,89.9
2017-02,RS,telephony,312.68
2017-02,RS,toys,1501.89
2017-02,RS,watches_gifts,2713.0299999999997
2017-02,SC,auto,32.15
2017-02,SC,baby,23.9
2017-02,SC,bed_bath_table,20.0
2017-02,SC,consoles_games,101.99000000000001
2017-02,SC,cool_stuff,199.89
2017-02,SC,electronics,79.8
2017-02,SC,fashion_bags_accessories,329.69000000000005
2017-02,SC,furniture_decor,436.76
2017-02,SC,garden_tools,128.9
2017-02,SC,health_beauty,980.0799999999999
2017-02,SC,home_appliances,159.0
2017-02,SC,home_confort,230.0
2017-02,SC,housewares,59.8
2017-02,SC,industry_commerce_and_business,119.0
2017-02,SC,market_place,76.9
2017-02,SC,office_furniture,2009.99
2017-02,SC,perfumery,829.6999999999999
2017-02,SC,pet_shop,426.33
2017-02,SC,small_appliances,14.99
2017-02,SC,sports_leisure,962.92
2017-02,SC,telephony,234.93
2017-02,SC,toys,152.79
2017-02,SC,watches_gifts,318.33
2017-02,SE,computers_accessories,50.9
2017-02,SE,consoles_games,46.0
